BASKET_NUM                      ,HSHD_NUM        ,PURCHASE_,PRODUCT_NUM                     ,     SPEND,     UNITS,STORE_R,  WEEK_NUM,YEAR
56943,2391,27-NOV-19,761845,1.67,1,WEST   ,47,2019
64637,764,31-JAN-20,2849709,4.99,1,CENTRAL,4,2020
71038,577,26-MAR-20,190177,3.0,2,CENTRAL,12,2020
28813,2756,10-APR-19,5836507,6.01,1,CENTRAL,14,2019
7020,1994,13-OCT-18,8561,2.0,4,CENTRAL,40,2018
74951,3758,06-MAY-20,761856,0.99,1,CENTRAL,18,2020
2136,2178,03-SEP-18,103141,8.99,1,SOUTH  ,35,2018
23479,3496,24-FEB-19,894154,2.0,2,SOUTH  ,8,2019
46759,117,03-SEP-19,895081,5.99,1,EAST   ,35,2019
78945,1916,14-JUN-20,6446921,1.67,1,WEST   ,24,2020
69151,2575,11-MAR-20,189704,7.99,1,WEST   ,10,2020
67365,1904,23-FEB-20,100143,1.89,1,EAST   ,8,2020
14254,3551,09-DEC-18,84775,4.38,2,SOUTH  ,49,2018
79560,3964,20-JUN-20,7237156,0.6,1,WEST   ,24,2020
13745,3784,05-DEC-18,8471,1.38,2,CENTRAL,48,2018
12075,60,21-NOV-18,761850,1.67,1,EAST   ,46,2018
71579,3274,01-APR-20,6459078,15.49,1,SOUTH  ,13,2020
61332,3785,01-JAN-20,1095454,4.99,1,EAST   ,52,2020
10902,2433,12-NOV-18,279454,2.99,1,WEST   ,45,2018
6214,1433,06-OCT-18,5761833,7.29,1,WEST   ,39,2018
52492,3486,22-OCT-19,441634,2.0,1,SOUTH  ,42,2019
30928,1015,26-APR-19,101604,1.49,1,EAST   ,16,2019
24225,682,02-MAR-19,5449215,3.99,1,CENTRAL,8,2019
26390,2436,20-MAR-19,761821,5.69,1,WEST   ,11,2019
9245,4218,30-OCT-18,6225755,3.99,1,EAST   ,43,2018
71528,3186,31-MAR-20,975005,2.49,1,CENTRAL,13,2020
24239,136,01-MAR-19,6654685,9.99,1,EAST   ,8,2019
12989,3889,29-NOV-18,4632316,2.19,1,SOUTH  ,47,2018
20522,4897,30-JAN-19,3740416,0.89,1,SOUTH  ,4,2019
72091,2066,06-APR-20,6993005,4.79,1,CENTRAL,14,2020
73893,1102,25-APR-20,1360515,10.17,1,EAST   ,16,2020
48724,1433,20-SEP-19,85880,7.9,10,WEST   ,37,2019
15822,2780,23-DEC-18,5893920,1.5,1,WEST   ,51,2018
48583,3904,18-SEP-19,4752170,2.99,1,EAST   ,37,2019
79215,2436,16-JUN-20,7271559,5.99,1,WEST   ,24,2020
51971,1080,17-OCT-19,72016,1.99,1,EAST   ,41,2019
11709,1261,19-NOV-18,2521298,2.49,1,CENTRAL,46,2018
69940,642,16-MAR-20,5352865,3.0,1,CENTRAL,11,2020
19880,1895,25-JAN-19,2453386,1.69,1,EAST   ,3,2019
35454,1526,01-JUN-19,88715,1.39,1,CENTRAL,21,2019
65701,4836,09-FEB-20,1091430,1.67,1,SOUTH  ,6,2020
72062,3940,05-APR-20,102661,3.99,1,EAST   ,14,2020
39292,3809,03-JUL-19,385965,6.0,2,CENTRAL,26,2019
7284,3030,14-OCT-18,731312,1.0,1,SOUTH  ,41,2018
81982,3840,13-JUL-20,705819,0.49,1,EAST   ,28,2020
80116,4011,26-JUN-20,306592,3.5,2,SOUTH  ,25,2020
38847,2780,30-JUN-19,4751917,1.0,1,WEST   ,26,2019
43357,2507,06-AUG-19,1372703,4.71,1,WEST   ,31,2019
37315,1885,16-JUN-19,6728224,3.96,4,SOUTH  ,24,2019
76468,2629,21-MAY-20,6453903,9.79,1,WEST   ,20,2020
37507,3889,18-JUN-19,6232337,4.0,2,SOUTH  ,24,2019
16752,210,29-DEC-18,1173217,7.58,2,EAST   ,51,2018
60816,401,29-DEC-19,95580,2.38,2,CENTRAL,52,2019
72950,4982,15-APR-20,5522031,19.58,2,WEST   ,15,2020
46240,3672,30-AUG-19,5666151,2.0,1,EAST   ,34,2019
84749,60,09-AUG-20,3678100,3.39,1,EAST   ,32,2020
44576,2507,15-AUG-19,6576159,3.34,1,WEST   ,32,2019
65083,3004,03-FEB-20,6193477,6.57,3,SOUTH  ,5,2020
60658,1895,27-DEC-19,95778,1.38,2,EAST   ,51,2019
10569,4498,10-NOV-18,1360329,5.23,1,WEST   ,44,2018
43001,210,03-AUG-19,4513942,7.49,1,EAST   ,30,2019
84311,3582,05-AUG-20,7288599,4.49,1,SOUTH  ,31,2020
67060,60,22-FEB-20,93955,0.75,1,EAST   ,7,2020
337,1990,19-AUG-18,5443616,1.39,1,CENTRAL,33,2018
19900,2189,25-JAN-19,8516,2.92,1,EAST   ,3,2019
77709,2629,02-JUN-20,84843,0.79,1,WEST   ,22,2020
45650,438,24-AUG-19,7592,2.42,1,CENTRAL,33,2019
21062,1270,04-FEB-19,7042204,4.97,1,CENTRAL,5,2019
15968,2435,23-DEC-18,761332,2.5,1,WEST   ,51,2018
76691,401,23-MAY-20,1091213,1.99,1,CENTRAL,20,2020
31034,1631,27-APR-19,87900,1.79,1,WEST   ,16,2019
44109,4214,12-AUG-19,5313705,2.79,1,CENTRAL,32,2019
18346,2420,12-JAN-19,79664,1.99,1,WEST   ,1,2019
84994,1797,12-AUG-20,99285,4.79,1,CENTRAL,32,2020
81584,2211,12-JUL-20,1216660,11.99,1,WEST   ,28,2020
2880,1082,09-SEP-18,89078,1.67,1,EAST   ,36,2018
67173,1448,22-FEB-20,1385857,12.88,1,SOUTH  ,7,2020
54332,3105,06-NOV-19,2523577,0.79,1,SOUTH  ,44,2019
64926,845,02-FEB-20,662498,0.68,4,EAST   ,5,2020
71887,210,04-APR-20,8506,1.49,1,EAST   ,13,2020
22861,4809,18-FEB-19,452987,2.49,1,CENTRAL,7,2019
53227,4725,27-OCT-19,96929,0.89,1,CENTRAL,43,2019
11505,3474,18-NOV-18,747092,1.99,1,SOUTH  ,46,2018
11821,1904,19-NOV-18,4939874,1.35,1,EAST   ,46,2018
38132,1873,24-JUN-19,2650538,1.53,1,CENTRAL,25,2019
24458,2066,04-MAR-19,965330,2.5,1,CENTRAL,9,2019
1823,2629,01-SEP-18,4825312,1.79,1,WEST   ,34,2018
40999,3988,17-JUL-19,1149426,50.94,6,CENTRAL,28,2019
18262,3151,11-JAN-19,4050571,3.49,1,CENTRAL,1,2019
69452,4183,13-MAR-20,5883719,1.49,1,WEST   ,10,2020
71562,1245,01-APR-20,8943,4.46,1,EAST   ,13,2020
52382,3784,20-OCT-19,73153,7.49,1,CENTRAL,42,2019
10131,4725,07-NOV-18,5307273,7.98,2,CENTRAL,44,2018
16461,2391,27-DEC-18,6162834,7.98,2,WEST   ,51,2018
84870,151,11-AUG-20,5918630,0.99,1,EAST   ,32,2020
84838,1241,10-AUG-20,6001121,1.0,1,EAST   ,32,2020
83378,3904,27-JUL-20,6661631,1.29,1,EAST   ,30,2020
31307,4405,29-APR-19,7592,2.55,1,EAST   ,17,2019
61290,2572,01-JAN-20,777675,5.4,6,WEST   ,52,2020
26671,4857,23-MAR-19,6710977,0.71,1,CENTRAL,11,2019
72500,3111,10-APR-20,5039887,1.89,1,SOUTH  ,14,2020
71672,1437,02-APR-20,952725,9.99,1,WEST   ,13,2020
81067,2436,04-JUL-20,7157001,5.49,1,WEST   ,26,2020
2479,1082,06-SEP-18,991979,7.18,2,EAST   ,35,2018
10311,242,08-NOV-18,6776918,3.0,1,EAST   ,44,2018
74154,2291,28-APR-20,84759,1.29,1,SOUTH  ,17,2020
65739,2874,10-FEB-20,4036176,9.98,2,CENTRAL,6,2020
58089,2584,06-DEC-19,101610,1.19,1,CENTRAL,48,2019
77436,1245,30-MAY-20,386228,6.0,2,EAST   ,21,2020
33682,1729,18-MAY-19,6875039,6.99,1,CENTRAL,19,2019
78881,1137,13-JUN-20,7123826,4.49,1,EAST   ,23,2020
17849,3030,08-JAN-19,4889697,3.58,2,SOUTH  ,1,2019
58329,1904,08-DEC-19,89986,0.79,1,EAST   ,49,2019
13133,453,01-DEC-18,4867969,2.0,2,EAST   ,47,2018
14225,590,09-DEC-18,5090358,2.97,3,CENTRAL,49,2018
56373,1492,23-NOV-19,7141432,5.59,1,EAST   ,46,2019
45919,789,26-AUG-19,2612988,3.67,1,CENTRAL,34,2019
1711,4183,31-AUG-18,414560,0.39,1,WEST   ,34,2018
68305,4372,02-MAR-20,144187,2.0,1,CENTRAL,9,2020
4611,3820,23-SEP-18,93050,1.58,2,CENTRAL,38,2018
32948,1492,12-MAY-19,5107276,1.14,1,EAST   ,19,2019
53135,4057,26-OCT-19,789044,3.0,1,EAST   ,42,2019
20452,2436,29-JAN-19,85383,1.39,1,WEST   ,4,2019
80546,3940,30-JUN-20,7030862,4.69,1,EAST   ,26,2020
37791,1795,21-JUN-19,7009813,1.0,1,WEST   ,24,2019
61266,2319,01-JAN-20,327171,5.84,1,WEST   ,52,2020
26206,3111,18-MAR-19,4476378,1.99,1,SOUTH  ,11,2019
60989,3496,29-DEC-19,747097,3.49,1,SOUTH  ,52,2019
10911,616,12-NOV-18,8831,2.0,1,CENTRAL,45,2018
15717,1205,21-DEC-18,4322207,5.98,2,EAST   ,50,2018
80385,2756,28-JUN-20,3974214,5.0,2,CENTRAL,26,2020
66146,2442,13-FEB-20,5799836,2.0,2,WEST   ,6,2020
10171,2512,06-NOV-18,629336,4.99,1,WEST   ,44,2018
59825,4372,20-DEC-19,86095,5.98,2,CENTRAL,50,2019
74794,4766,04-MAY-20,3808642,1.79,1,WEST   ,18,2020
73211,2433,18-APR-20,761745,5.64,3,WEST   ,15,2020
65033,99,04-FEB-20,8937,2.39,1,SOUTH  ,5,2020
16784,3635,30-DEC-18,4004061,2.19,1,SOUTH  ,52,2018
1081,3164,26-AUG-18,5313706,1.49,1,SOUTH  ,34,2018
25071,651,09-MAR-19,3297267,9.98,2,CENTRAL,9,2019
71329,99,29-MAR-20,3300888,48.41,2,SOUTH  ,13,2020
80329,1567,27-JUN-20,1091109,2.72,1,WEST   ,25,2020
71777,3895,02-APR-20,321306,1.99,1,SOUTH  ,13,2020
75412,3904,10-MAY-20,6391884,6.49,1,EAST   ,19,2020
69763,4458,14-MAR-20,204864,2.98,2,SOUTH  ,10,2020
52513,779,21-OCT-19,1388064,7.27,1,CENTRAL,42,2019
80221,183,26-JUN-20,142642,1.59,1,EAST   ,25,2020
54865,2512,10-NOV-19,74266,5.99,1,WEST   ,45,2019
72494,3164,10-APR-20,936173,4.29,1,SOUTH  ,14,2020
77265,1709,29-MAY-20,4749010,3.98,2,CENTRAL,21,2020
81075,1245,04-JUL-20,75988,1.79,1,EAST   ,26,2020
42655,1895,31-JUL-19,85897,0.79,1,EAST   ,30,2019
67396,1080,24-FEB-20,2801688,2.77,1,EAST   ,8,2020
82706,2435,20-JUL-20,5330286,1.1,1,WEST   ,29,2020
16441,4146,27-DEC-18,93161,2.99,1,WEST   ,51,2018
45808,590,25-AUG-19,76503,6.49,1,CENTRAL,34,2019
26611,1797,22-MAR-19,514039,2.39,1,CENTRAL,11,2019
50846,1102,07-OCT-19,87937,2.39,1,EAST   ,40,2019
48790,4857,20-SEP-19,101636,1.43,1,CENTRAL,37,2019
56462,1441,23-NOV-19,105143,1.98,2,WEST   ,46,2019
44562,3672,16-AUG-19,101642,4.49,1,EAST   ,32,2019
84753,2102,09-AUG-20,5526388,6.58,2,SOUTH  ,32,2020
21135,1699,03-FEB-19,907271,2.99,1,EAST   ,5,2019
71396,2433,30-MAR-20,7112660,1.25,1,WEST   ,13,2020
82380,839,17-JUL-20,5785325,7.49,1,EAST   ,28,2020
50188,789,03-OCT-19,191049,3.29,1,CENTRAL,39,2019
38817,2575,29-JUN-19,761864,0.89,1,WEST   ,25,2019
18124,2639,10-JAN-19,1360515,7.27,1,WEST   ,1,2019
55659,1399,17-NOV-19,87111,4.49,1,SOUTH  ,46,2019
66901,2291,20-FEB-20,8436,1.14,1,SOUTH  ,7,2020
77539,401,31-MAY-20,4664694,1.79,1,CENTRAL,22,2020
71698,991,02-APR-20,761441,9.98,2,EAST   ,13,2020
25821,3358,15-MAR-19,676376,4.5,3,SOUTH  ,10,2019
79711,3496,21-JUN-20,84775,2.99,1,SOUTH  ,25,2020
1158,1990,26-AUG-18,8473,1.0,2,CENTRAL,34,2018
16681,3442,30-DEC-18,551324,1.0,1,SOUTH  ,52,2018
43998,3496,11-AUG-19,4441580,2.53,1,SOUTH  ,32,2019
84876,1437,11-AUG-20,146739,4.18,2,WEST   ,32,2020
59845,308,21-DEC-19,767416,0.65,1,EAST   ,50,2019
13390,3672,03-DEC-18,1351006,2.8,1,EAST   ,48,2018
82816,3243,21-JUL-20,6761857,1.59,1,SOUTH  ,29,2020
4554,1241,22-SEP-18,6639952,3.99,1,EAST   ,37,2018
24564,3398,05-MAR-19,4376647,3.99,1,SOUTH  ,9,2019
73503,1492,22-APR-20,7062140,1.49,1,EAST   ,16,2020
60985,183,29-DEC-19,317593,1.99,1,EAST   ,52,2019
62912,3105,15-JAN-20,101687,1.99,1,SOUTH  ,2,2020
71662,3889,02-APR-20,268094,2.5,1,SOUTH  ,13,2020
10479,1797,09-NOV-18,5704328,1.0,1,CENTRAL,44,2018
59154,2322,15-DEC-19,6509310,5.98,2,WEST   ,50,2019
24649,3220,05-MAR-19,4569284,1.99,1,SOUTH  ,9,2019
51171,4065,11-OCT-19,85676,3.49,1,EAST   ,40,2019
51216,2629,10-OCT-19,1040887,0.99,1,WEST   ,40,2019
79441,2584,19-JUN-20,86332,0.4,1,CENTRAL,24,2020
21861,991,10-FEB-19,33583,4.2,1,EAST   ,6,2019
41919,575,25-JUL-19,8505,1.72,1,CENTRAL,29,2019
15193,514,17-DEC-18,6799695,7.99,1,CENTRAL,50,2018
17388,4146,04-JAN-19,5924795,11.99,1,WEST   ,52,2019
63562,183,22-JAN-20,101377,1.99,1,EAST   ,3,2020
26857,1082,24-MAR-19,6499796,3.0,2,EAST   ,12,2019
21585,4414,08-FEB-19,709812,2.99,1,CENTRAL,5,2019
47780,2630,11-SEP-19,5290350,2.99,1,CENTRAL,36,2019
85233,4406,14-AUG-20,318520,2.19,1,CENTRAL,32,2020
63021,2607,17-JAN-20,554491,3.98,2,WEST   ,2,2020
15970,4713,23-DEC-18,1363436,16.2,2,SOUTH  ,51,2018
21812,1895,10-FEB-19,6382818,1.0,1,EAST   ,6,2019
44105,2639,12-AUG-19,4945887,2.99,1,WEST   ,32,2019
4258,2011,20-SEP-18,2679288,1.0,1,EAST   ,37,2018
40425,631,13-JUL-19,4625932,0.99,1,CENTRAL,27,2019
42075,4293,27-JUL-19,5282783,3.29,1,SOUTH  ,29,2019
44832,1245,17-AUG-19,96087,2.06,1,EAST   ,32,2019
83161,438,25-JUL-20,7817,4.02,1,CENTRAL,29,2020
49261,2780,23-SEP-19,386808,2.79,1,WEST   ,38,2019
77020,2638,26-MAY-20,615064,2.99,1,WEST   ,21,2020
46745,3635,02-SEP-19,679298,1.38,2,SOUTH  ,35,2019
13354,1082,02-DEC-18,6075820,2.88,1,EAST   ,48,2018
72121,2371,06-APR-20,6439719,3.49,1,WEST   ,14,2020
32363,2629,08-MAY-19,5644928,3.34,1,WEST   ,18,2019
19239,438,19-JAN-19,986031,1.99,1,CENTRAL,2,2019
14107,2337,09-DEC-18,100413,1.99,1,CENTRAL,49,2018
28015,1861,03-APR-19,5474587,1.25,1,CENTRAL,13,2019
13729,1437,05-DEC-18,2582774,1.79,1,WEST   ,48,2018
33301,4264,15-MAY-19,6744264,5.38,2,EAST   ,19,2019
36350,2225,09-JUN-19,366275,3.99,1,SOUTH  ,23,2019
12384,3940,24-NOV-18,571138,17.49,1,EAST   ,46,2018
69427,1836,12-MAR-20,975007,1.49,1,SOUTH  ,10,2020
84388,1275,06-AUG-20,103022,2.79,1,EAST   ,31,2020
36488,2011,10-JUN-19,8485,2.06,1,EAST   ,23,2019
18066,2986,09-JAN-19,89408,2.99,1,SOUTH  ,1,2019
62018,183,07-JAN-20,9141,0.61,1,EAST   ,1,2020
76312,1647,19-MAY-20,5389405,3.98,2,WEST   ,20,2020
8847,4057,27-OCT-18,2617246,4.79,1,EAST   ,42,2018
64207,4249,27-JAN-20,4726201,1.49,1,EAST   ,4,2020
55370,2189,14-NOV-19,4757294,6.99,1,EAST   ,45,2019
13658,4809,06-DEC-18,454349,1.99,1,CENTRAL,48,2018
78766,1082,12-JUN-20,6988712,2.19,1,EAST   ,23,2020
36718,3411,12-JUN-19,76737,1.99,1,SOUTH  ,23,2019
14654,2541,13-DEC-18,761636,2.5,1,WEST   ,49,2018
62579,1080,12-JAN-20,986003,5.49,1,EAST   ,2,2020
67992,3030,01-MAR-20,100133,0.79,1,SOUTH  ,9,2020
42291,2710,28-JUL-19,5290805,5.03,1,WEST   ,30,2019
42268,4011,27-JUL-19,6583834,2.99,1,SOUTH  ,29,2019
25073,984,09-MAR-19,1066040,1.49,1,EAST   ,9,2019
36362,2391,09-JUN-19,321329,1.25,1,WEST   ,23,2019
50028,3243,30-SEP-19,97163,2.0,2,SOUTH  ,39,2019
76935,764,25-MAY-20,5990011,1.0,1,CENTRAL,21,2020
40528,2555,13-JUL-19,1066039,1.49,1,WEST   ,27,2019
79492,1797,19-JUN-20,325630,1.19,1,CENTRAL,24,2020
19079,1261,18-JAN-19,2486336,4.49,1,CENTRAL,2,2019
3732,3784,16-SEP-18,571065,2.39,1,CENTRAL,37,2018
68492,789,05-MAR-20,100978,7.47,3,CENTRAL,9,2020
22643,2874,17-FEB-19,353419,0.89,1,CENTRAL,7,2019
6736,1916,10-OCT-18,92900,5.99,1,WEST   ,40,2018
46848,4506,03-SEP-19,5798782,1.99,1,SOUTH  ,35,2019
65806,1245,10-FEB-20,86042,2.25,1,EAST   ,6,2020
5776,2189,03-OCT-18,3669990,1.19,1,EAST   ,39,2018
68465,3004,05-MAR-20,6570511,2.99,1,SOUTH  ,9,2020
79781,4420,22-JUN-20,7329036,6.0,2,EAST   ,25,2020
20896,438,02-FEB-19,787936,8.98,2,CENTRAL,4,2019
5747,984,02-OCT-18,273475,1.69,1,EAST   ,39,2018
21792,3988,09-FEB-19,143877,5.99,1,CENTRAL,5,2019
65272,1441,06-FEB-20,6989653,3.99,1,WEST   ,5,2020
23978,4005,01-MAR-19,4278086,2.5,1,WEST   ,8,2019
61679,984,04-JAN-20,306437,0.89,1,EAST   ,52,2020
54745,4897,08-NOV-19,9276,0.79,1,SOUTH  ,44,2019
34304,2512,24-MAY-19,6460043,3.99,1,WEST   ,20,2019
74079,4766,27-APR-20,554486,3.98,2,WEST   ,17,2020
43923,1137,10-AUG-19,5871943,9.99,1,EAST   ,31,2019
37754,3442,21-JUN-19,93067,0.59,1,SOUTH  ,24,2019
12823,2756,28-NOV-18,4514070,4.79,1,CENTRAL,47,2018
46253,1102,30-AUG-19,5365613,1.49,1,EAST   ,34,2019
84315,2707,05-AUG-20,143726,2.0,1,EAST   ,31,2020
67063,3247,22-FEB-20,4618607,1.97,1,SOUTH  ,7,2020
60742,1102,28-DEC-19,327151,4.49,1,EAST   ,51,2019
11613,1990,18-NOV-18,4055449,6.37,1,CENTRAL,46,2018
52491,3486,22-OCT-19,6561489,4.0,2,SOUTH  ,42,2019
3319,4879,13-SEP-18,1373404,7.11,1,CENTRAL,36,2018
37888,815,22-JUN-19,450355,8.98,2,CENTRAL,24,2019
51579,1770,13-OCT-19,1338583,8.83,1,CENTRAL,41,2019
83551,3809,29-JUL-20,6707028,1.5,1,CENTRAL,30,2020
7399,1433,16-OCT-18,5987617,2.97,3,WEST   ,41,2018
64103,2756,26-JAN-20,4747958,4.99,1,CENTRAL,4,2020
378,2990,19-AUG-18,93920,1.18,2,CENTRAL,33,2018
26400,1495,20-MAR-19,6164192,6.99,1,CENTRAL,11,2019
69493,1404,13-MAR-20,4726445,9.16,4,SOUTH  ,10,2020
76860,4836,24-MAY-20,4224819,5.99,1,SOUTH  ,21,2020
76942,2990,25-MAY-20,95157,1.5,1,CENTRAL,21,2020
2911,3889,09-SEP-18,2901273,3.99,1,SOUTH  ,36,2018
33705,779,19-MAY-19,513089,2.49,1,CENTRAL,20,2019
62675,2371,13-JAN-20,6791976,4.49,1,WEST   ,2,2020
65058,2531,03-FEB-20,6269384,1.97,1,WEST   ,5,2020
7611,577,17-OCT-18,4712549,2.0,2,CENTRAL,41,2018
80864,2986,03-JUL-20,321336,1.99,1,SOUTH  ,26,2020
80835,60,02-JUL-20,6744264,2.99,1,EAST   ,26,2020
58622,2066,11-DEC-19,761741,0.89,1,CENTRAL,49,2019
27567,1441,30-MAR-19,2951489,2.99,1,WEST   ,12,2019
38894,4816,30-JUN-19,140853,1.98,2,WEST   ,26,2019
83425,4171,27-JUL-20,6431301,8.98,2,EAST   ,30,2020
76565,4878,22-MAY-20,3761702,3.0,2,EAST   ,20,2020
64851,3895,02-FEB-20,4927198,1.99,1,SOUTH  ,5,2020
60897,4809,29-DEC-19,6668496,2.69,1,CENTRAL,52,2019
46283,4725,30-AUG-19,103123,4.39,1,CENTRAL,34,2019
1507,1786,29-AUG-18,551461,2.69,1,WEST   ,34,2018
14975,1120,16-DEC-18,85040,1.5,1,EAST   ,50,2018
83824,4414,01-AUG-20,6072685,2.99,1,CENTRAL,30,2020
63815,3895,25-JAN-20,88731,1.89,1,SOUTH  ,3,2020
59823,4713,20-DEC-19,5180877,10.48,2,SOUTH  ,50,2019
43474,3785,07-AUG-19,95369,1.12,1,EAST   ,31,2019
2242,3049,04-SEP-18,88731,2.65,1,SOUTH  ,35,2018
47871,2077,12-SEP-19,72569,1.25,1,EAST   ,36,2019
71396,2433,30-MAR-20,7112735,1.25,1,WEST   ,13,2020
37233,1121,16-JUN-19,5107273,2.29,1,EAST   ,24,2019
5677,2756,01-OCT-18,190985,3.49,1,CENTRAL,39,2018
13829,4420,07-DEC-18,4476531,1.53,1,EAST   ,48,2018
6327,3784,07-OCT-18,94805,9.03,7,CENTRAL,40,2018
38669,361,28-JUN-19,8588,0.51,1,SOUTH  ,25,2019
47424,1748,08-SEP-19,949638,3.49,1,WEST   ,36,2019
7338,4987,15-OCT-18,8436,2.41,1,CENTRAL,41,2018
56926,117,27-NOV-19,353417,1.79,1,EAST   ,47,2019
58302,590,08-DEC-19,930704,3.34,1,CENTRAL,49,2019
5041,2629,27-SEP-18,5437706,5.99,1,WEST   ,38,2018
58353,4420,09-DEC-19,6292187,5.89,1,EAST   ,49,2019
7410,1399,16-OCT-18,6827965,3.59,1,SOUTH  ,41,2018
70368,3881,20-MAR-20,5301726,3.29,1,SOUTH  ,11,2020
55117,242,11-NOV-19,5290854,5.59,1,EAST   ,45,2019
71634,2371,01-APR-20,491609,0.0,1,WEST   ,13,2020
49022,2433,22-SEP-19,777675,2.0,2,WEST   ,38,2019
70396,1034,20-MAR-20,5695518,6.59,1,EAST   ,11,2020
62353,3635,11-JAN-20,85383,1.39,1,SOUTH  ,1,2020
4575,1195,23-SEP-18,416817,2.99,1,EAST   ,38,2018
60270,4085,23-DEC-19,6863397,4.19,1,CENTRAL,51,2019
45726,2638,25-AUG-19,6779295,2.99,1,WEST   ,34,2019
81288,984,06-JUL-20,273475,1.25,1,EAST   ,27,2020
76205,4453,18-MAY-20,6628630,4.99,1,SOUTH  ,20,2020
15802,1990,22-DEC-18,5642361,7.98,2,CENTRAL,50,2018
63829,4264,25-JAN-20,6583,2.66,1,EAST   ,3,2020
13076,4011,01-DEC-18,99592,2.58,2,SOUTH  ,47,2018
5525,1446,30-SEP-18,6894451,12.99,1,SOUTH  ,39,2018
78290,4085,08-JUN-20,453979,1.0,1,CENTRAL,23,2020
6768,794,11-OCT-18,5864243,3.99,1,EAST   ,40,2018
4925,4146,26-SEP-18,5924795,12.99,1,WEST   ,38,2018
28642,4713,09-APR-19,95585,2.99,1,SOUTH  ,14,2019
6931,3486,12-OCT-18,9004,0.99,2,SOUTH  ,40,2018
71154,1195,27-MAR-20,5501818,5.18,2,EAST   ,12,2020
81743,4607,10-JUL-20,897332,2.59,1,WEST   ,27,2020
1808,1265,01-SEP-18,5948770,3.29,1,EAST   ,34,2018
60109,3411,23-DEC-19,1066019,1.49,1,SOUTH  ,51,2019
32156,4264,06-MAY-19,72147,1.99,1,EAST   ,18,2019
4748,4816,24-SEP-18,93719,6.89,1,WEST   ,38,2018
33842,1916,19-MAY-19,99592,1.59,1,WEST   ,20,2019
26611,1797,22-MAR-19,84767,1.5,1,CENTRAL,11,2019
23969,2762,28-FEB-19,6530658,25.17,3,WEST   ,8,2019
48183,1265,15-SEP-19,6539964,6.0,2,EAST   ,37,2019
23578,3842,24-FEB-19,6996587,1.25,1,SOUTH  ,8,2019
32405,3842,08-MAY-19,7027274,6.59,1,SOUTH  ,18,2019
11789,2531,20-NOV-18,5785105,0.99,1,WEST   ,46,2018
27250,242,28-MAR-19,550378,2.49,1,EAST   ,12,2019
76125,4078,18-MAY-20,78098,4.04,1,EAST   ,20,2020
24230,4293,01-MAR-19,85355,1.25,1,SOUTH  ,8,2019
46317,4171,30-AUG-19,84775,2.19,1,EAST   ,34,2019
79187,1251,16-JUN-20,7048293,5.49,1,EAST   ,24,2020
77284,1545,30-MAY-20,7254369,0.89,1,WEST   ,21,2020
32409,3411,08-MAY-19,709934,3.99,1,SOUTH  ,18,2019
63112,4293,17-JAN-20,6866794,9.99,1,SOUTH  ,2,2020
14073,2555,08-DEC-18,98430,8.98,2,WEST   ,48,2018
63331,2433,20-JAN-20,102605,2.49,1,WEST   ,3,2020
71611,3163,01-APR-20,85355,1.29,1,SOUTH  ,13,2020
74447,3809,01-MAY-20,4618607,2.0,1,CENTRAL,17,2020
71546,1446,31-MAR-20,3679696,1.35,1,SOUTH  ,13,2020
6795,3314,11-OCT-18,4442196,2.99,1,SOUTH  ,40,2018
15781,3105,22-DEC-18,100940,15.0,6,SOUTH  ,50,2018
7326,3809,15-OCT-18,8495,1.39,1,CENTRAL,41,2018
20539,2175,30-JAN-19,5548597,2.0,2,WEST   ,4,2019
45879,4607,25-AUG-19,1015874,4.99,1,WEST   ,34,2019
48514,4085,18-SEP-19,321322,1.99,1,CENTRAL,37,2019
62761,2442,14-JAN-20,5799836,1.98,2,WEST   ,2,2020
18272,991,11-JAN-19,91200,0.45,1,EAST   ,1,2019
29139,136,12-APR-19,503241,3.5,1,EAST   ,14,2019
71725,1195,03-APR-20,2801665,4.15,1,EAST   ,13,2020
57640,1924,02-DEC-19,3792647,1.99,1,SOUTH  ,48,2019
39384,2320,04-JUL-19,350671,2.0,1,WEST   ,26,2019
21985,3186,11-FEB-19,4059390,7.63,1,CENTRAL,6,2019
68998,4011,10-MAR-20,85403,1.39,1,SOUTH  ,10,2020
72169,605,07-APR-20,778186,5.0,3,CENTRAL,14,2020
83809,3060,31-JUL-20,5039891,1.49,1,SOUTH  ,30,2020
27981,4085,02-APR-19,4410953,12.99,1,CENTRAL,13,2019
37907,4740,22-JUN-19,2880815,2.39,1,SOUTH  ,24,2019
79587,2507,20-JUN-20,3799731,3.0,2,WEST   ,24,2020
63898,2379,24-JAN-20,85783,1.99,1,WEST   ,3,2020
78516,4878,10-JUN-20,6478941,2.19,1,EAST   ,23,2020
42171,1245,27-JUL-19,76461,2.7,2,EAST   ,29,2019
27655,3940,31-MAR-19,4301232,7.69,1,EAST   ,13,2019
78108,1895,05-JUN-20,85894,2.0,1,EAST   ,22,2020
45606,1554,24-AUG-19,1343170,4.63,1,EAST   ,33,2019
5082,1786,27-SEP-18,5028132,4.99,1,WEST   ,38,2018
10876,3672,12-NOV-18,1364846,6.04,1,EAST   ,45,2018
46837,2189,03-SEP-19,3740313,4.73,1,EAST   ,35,2019
17518,3785,05-JAN-19,94724,3.0,2,EAST   ,52,2019
9538,2406,02-NOV-18,84817,0.98,1,WEST   ,43,2018
